sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
Female;<=50K;Asian-Pac-Islander;Private;Never-married;Sales;Some-college;United-States;*
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;Bachelors;United-States;*
Female;<=50K;White;Self-emp-not-inc;Divorced;Exec-managerial;11th;United-States;*
Female;<=50K;Black;Private;Never-married;Exec-managerial;Assoc-voc;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad;United-States;40
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;Bachelors;United-States;32
Female;<=50K;Black;Private;*;Other-service;10th;United-States;39
Female;<=50K;White;*;Never-married;Prof-specialty;Bachelors;United-States;33
Male;<=50K;White;Private;Married-civ-spouse;Farming-fishing;HS-grad;United-States;35
Male;<=50K;White;Private;*;Exec-managerial;HS-grad;United-States;42
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States;46
Male;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;United-States;33
Male;<=50K;White;Private;Never-married;Machine-op-inspct;5th-6th;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;33
Female;<=50K;White;Private;Divorced;Adm-clerical;HS-grad;United-States;26
Female;<=50K;Black;*;Divorced;Adm-clerical;Some-college;United-States;42
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors;United-States;28
Female;<=50K;White;Private;Never-married;Sales;12th;United-States;18
Male;<=50K;White;*;Married-civ-spouse;Exec-managerial;Some-college;United-States;33
Female;<=50K;White;Private;*;Prof-specialty;Bachelors;United-States;36
Male;>50K;White;Private;Married-civ-spouse;Protective-serv;HS-grad;United-States;*
Female;<=50K;White;Private;Married-spouse-absent;Adm-clerical;HS-grad;United-States;40
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;Doctorate;United-States;*
Male;<=50K;White;Private;Divorced;Transport-moving;HS-grad;United-States;40
Male;<=50K;White;Private;Married-civ-spouse;Tech-support;HS-grad;United-States;36
Female;>50K;Black;Private;*;Adm-clerical;Bachelors;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;52
Male;<=50K;White;Private;*;Machine-op-inspct;HS-grad;United-States;24
Female;<=50K;White;Private;Married-spouse-absent;Adm-clerical;HS-grad;United-States;30
Female;<=50K;White;Self-emp-not-inc;Never-married;Prof-specialty;Doctorate;United-States;*
Female;<=50K;Black;Private;Separated;Sales;HS-grad;United-States;36
Female;<=50K;White;Private;*;Exec-managerial;HS-grad;United-States;48
Female;<=50K;White;Private;Divorced;Adm-clerical;Assoc-voc;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States;48
Female;<=50K;White;Private;Never-married;Tech-support;Some-college;United-States;21
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;United-States;18
Female;>50K;White;Private;*;Prof-specialty;Bachelors;United-States;38
Male;>50K;White;State-gov;Married-civ-spouse;Protective-serv;Bachelors;United-States;*
Female;<=50K;White;Private;Never-married;Transport-moving;HS-grad;United-States;*
Male;>50K;White;*;*;Prof-specialty;Prof-school;United-States;55
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;27
Male;<=50K;White;*;Never-married;Adm-clerical;Assoc-acdm;United-States;22
Male;<=50K;White;Private;Never-married;Handlers-cleaners;Some-college;United-States;29
Female;<=50K;White;Private;Never-married;Exec-managerial;Some-college;United-States;40
Female;<=50K;White;Private;Never-married;Sales;Some-college;United-States;21
Female;<=50K;White;Private;Divorced;Adm-clerical;HS-grad;United-States;49
Female;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors;United-States;29
Male;>50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States;28
Male;<=50K;White;Private;*;Protective-serv;HS-grad;United-States;26
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;United-States;33
Male;<=50K;White;Private;Married-civ-spouse;Tech-support;Masters;*;*
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;Assoc-voc;United-States;37
Male;<=50K;White;Private;Never-married;Craft-repair;Some-college;United-States;27
Male;>50K;Asian-Pac-Islander;Private;Married-civ-spouse;Prof-specialty;Masters;*;*
Female;<=50K;White;Local-gov;Never-married;Prof-specialty;Masters;United-States;49
Female;<=50K;Asian-Pac-Islander;Private;*;Sales;HS-grad;United-States;*
Female;<=50K;Black;Private;Married-civ-spouse;Protective-serv;*;United-States;*
Male;<=50K;White;*;Never-married;Protective-serv;Bachelors;United-States;*
Male;<=50K;White;Private;Never-married;Machine-op-inspct;10th;United-States;18
Male;<=50K;White;Private;Never-married;Handlers-cleaners;Assoc-acdm;United-States;25
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;United-States;36
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;52
Male;<=50K;White;Private;Divorced;Craft-repair;HS-grad;United-States;25
Male;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States;26
Female;>50K;White;Private;*;Exec-managerial;Bachelors;United-States;50
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Assoc-acdm;United-States;48
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad;United-States;39
Male;<=50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Bachelors;United-States;30
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;26
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States;36
Male;<=50K;White;Private;Married-civ-spouse;Sales;Doctorate;United-States;*
Male;<=50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Bachelors;United-States;34
Male;<=50K;Other;Private;Never-married;Other-service;HS-grad;Mexico;*
Male;<=50K;White;*;Never-married;Other-service;HS-grad;United-States;28
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States;42
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;HS-grad;United-States;26
Male;>50K;Black;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;*
Male;<=50K;White;*;Married-civ-spouse;Sales;HS-grad;United-States;61
Male;>50K;White;*;Never-married;Prof-specialty;Prof-school;United-States;45
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;29
Female;<=50K;White;Private;Divorced;Handlers-cleaners;HS-grad;United-States;*
Female;<=50K;White;*;Widowed;Prof-specialty;HS-grad;United-States;61
Male;<=50K;White;Private;Never-married;Sales;Some-college;United-States;27
Male;>50K;White;*;Married-civ-spouse;Prof-specialty;Bachelors;United-States;53
Male;<=50K;Asian-Pac-Islander;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;HS-grad;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States;41
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors;United-States;45
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States;43
Male;<=50K;Asian-Pac-Islander;Private;Married-civ-spouse;Other-service;HS-grad;Philippines;*
Female;<=50K;White;Private;*;Exec-managerial;Bachelors;United-States;41
Female;<=50K;White;Private;Divorced;Machine-op-inspct;HS-grad;United-States;50
Male;>50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States;52
Male;<=50K;White;*;Never-married;Transport-moving;HS-grad;United-States;18
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;57
Male;<=50K;White;State-gov;Married-civ-spouse;Adm-clerical;Some-college;United-States;*
Male;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;Mexico;29
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Bachelors;United-States;32
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;34
Female;<=50K;White;Private;Divorced;Adm-clerical;HS-grad;United-States;43
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;Some-college;United-States;39
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;28
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;32
Male;<=50K;White;State-gov;Never-married;Prof-specialty;Prof-school;United-States;28
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;Some-college;United-States;40
Male;>50K;White;Private;*;Tech-support;Bachelors;United-States;25
Male;>50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Masters;United-States;54
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Farming-fishing;Bachelors;United-States;*
Female;<=50K;White;Private;Divorced;Exec-managerial;Some-college;United-States;51
Male;<=50K;White;State-gov;Married-civ-spouse;Transport-moving;7th-8th;United-States;*
Female;<=50K;White;Private;Never-married;Sales;10th;United-States;17
Male;<=50K;White;*;Never-married;Other-service;Some-college;United-States;24
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad;United-States;25
Female;<=50K;White;Private;*;Other-service;Some-college;United-States;54
Female;<=50K;White;Private;Divorced;Prof-specialty;HS-grad;United-States;*
Male;<=50K;White;*;Never-married;Adm-clerical;HS-grad;United-States;41
Female;<=50K;White;Private;Divorced;Other-service;HS-grad;United-States;53
Female;<=50K;White;Private;Divorced;Prof-specialty;Assoc-voc;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;51
Male;>50K;White;State-gov;Married-civ-spouse;Prof-specialty;Masters;United-States;41
Female;>50K;White;*;Married-civ-spouse;Prof-specialty;Assoc-voc;United-States;40
Male;<=50K;White;*;Never-married;Farming-fishing;HS-grad;Mexico;*
Male;>50K;Asian-Pac-Islander;Private;Married-civ-spouse;Adm-clerical;Bachelors;Philippines;*
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;51
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college;United-States;36
Male;<=50K;White;*;Never-married;Farming-fishing;HS-grad;United-States;34
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad;United-States;43
Female;<=50K;Black;*;Divorced;Adm-clerical;HS-grad;United-States;61
Male;<=50K;White;Private;*;Transport-moving;10th;United-States;31
Male;>50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States;34
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;43
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;12th;United-States;52
Female;<=50K;White;Private;Never-married;Other-service;11th;United-States;18
Male;>50K;White;Federal-gov;Married-civ-spouse;Prof-specialty;Some-college;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad;United-States;*
Female;<=50K;White;*;Widowed;Transport-moving;Some-college;*;*
Male;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States;21
Male;>50K;White;*;Married-civ-spouse;Exec-managerial;Bachelors;United-States;34
Female;<=50K;White;Private;Divorced;Other-service;HS-grad;United-States;28
Male;>50K;White;Local-gov;Married-civ-spouse;Protective-serv;Assoc-voc;United-States;*
Male;<=50K;White;Private;Never-married;Other-service;Assoc-acdm;United-States;*
Female;<=50K;Black;Private;*;Other-service;Some-college;United-States;48
Male;<=50K;White;Private;Married-civ-spouse;Farming-fishing;Some-college;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States;58
Male;<=50K;White;*;Never-married;Craft-repair;HS-grad;United-States;32
Male;>50K;Asian-Pac-Islander;Private;Married-civ-spouse;Craft-repair;Some-college;United-States;*
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;Some-college;United-States;43
Female;<=50K;White;Private;Never-married;Priv-house-serv;11th;United-States;17
Male;<=50K;White;*;Married-civ-spouse;Craft-repair;HS-grad;Italy;*
Male;>50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States;30
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;45
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Transport-moving;HS-grad;United-States;51
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States;29
Male;<=50K;White;Self-emp-not-inc;Never-married;Farming-fishing;Assoc-voc;United-States;35
Female;<=50K;White;Private;Never-married;Sales;Some-college;United-States;19
Male;<=50K;White;Private;Married-civ-spouse;Sales;9th;United-States;*
Female;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;24
Male;<=50K;White;*;*;Protective-serv;Assoc-acdm;United-States;33
Female;>50K;Black;Private;*;Sales;Bachelors;United-States;*
Male;<=50K;White;State-gov;Never-married;Other-service;Some-college;United-States;22
Male;<=50K;Black;*;Never-married;Other-service;Some-college;United-States;44
Male;<=50K;White;Private;Separated;Craft-repair;HS-grad;United-States;37
Male;<=50K;White;*;Never-married;Sales;Some-college;United-States;34
Female;<=50K;White;Private;Separated;Sales;Assoc-voc;United-States;*
Female;<=50K;White;Private;Divorced;Adm-clerical;HS-grad;United-States;39
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;Some-college;United-States;30
Female;<=50K;White;*;*;Handlers-cleaners;7th-8th;United-States;*
Female;<=50K;White;Local-gov;*;Adm-clerical;HS-grad;United-States;45
Female;<=50K;Black;Private;Divorced;Adm-clerical;Some-college;United-States;30
Female;<=50K;White;Private;*;Prof-specialty;Some-college;United-States;42
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States;50
Male;<=50K;White;Local-gov;Never-married;Protective-serv;Assoc-voc;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;34
Male;>50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States;50
Male;<=50K;White;State-gov;Married-civ-spouse;Prof-specialty;Doctorate;United-States;*
Male;>50K;White;*;Married-civ-spouse;Prof-specialty;Assoc-acdm;United-States;41
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;7th-8th;United-States;71
Female;<=50K;White;*;Divorced;Other-service;*;United-States;40
Female;<=50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States;22
Male;<=50K;White;*;*;Prof-specialty;Bachelors;United-States;52
Male;<=50K;White;Private;Never-married;Handlers-cleaners;Some-college;United-States;30
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;Some-college;United-States;40
Male;<=50K;Asian-Pac-Islander;*;Married-civ-spouse;Sales;Assoc-acdm;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;44
Male;>50K;Black;*;Married-civ-spouse;Prof-specialty;Prof-school;United-States;*
Male;>50K;White;*;*;Exec-managerial;Prof-school;United-States;46
Male;>50K;Black;*;*;Exec-managerial;Prof-school;United-States;*
Male;<=50K;White;Private;*;Transport-moving;11th;United-States;39
Female;>50K;White;Private;*;Exec-managerial;Bachelors;United-States;42
Male;>50K;White;Private;Married-civ-spouse;Sales;Assoc-voc;United-States;*
Female;<=50K;White;Private;Never-married;Sales;Some-college;United-States;22
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Bachelors;United-States;44
Female;>50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States;37
Female;<=50K;White;*;Never-married;Adm-clerical;Bachelors;United-States;26
Male;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States;35
Female;<=50K;White;Private;*;Handlers-cleaners;HS-grad;United-States;28
Female;<=50K;Asian-Pac-Islander;Private;Never-married;Adm-clerical;Some-college;*;*
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;18
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;25
Male;>50K;White;*;Married-civ-spouse;Craft-repair;Bachelors;United-States;44
Female;<=50K;White;Private;Widowed;Handlers-cleaners;*;United-States;61
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States;39
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors;United-States;61
Female;<=50K;White;Private;*;Adm-clerical;HS-grad;United-States;22
Male;<=50K;White;Private;Never-married;Handlers-cleaners;Some-college;United-States;19
Male;<=50K;White;Private;Never-married;Tech-support;Bachelors;United-States;*
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States;20
Female;<=50K;Asian-Pac-Islander;Private;*;Machine-op-inspct;HS-grad;*;*
Male;<=50K;White;Private;Never-married;Craft-repair;Some-college;United-States;26
Female;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;26
Female;<=50K;White;*;*;Other-service;HS-grad;Dominican-Republic;*
Female;>50K;White;Private;Widowed;Sales;HS-grad;*;*
Female;<=50K;White;Private;*;Sales;HS-grad;United-States;19
Male;<=50K;White;Private;Divorced;Handlers-cleaners;Bachelors;United-States;*
Female;<=50K;White;Private;*;Adm-clerical;Assoc-acdm;United-States;47
Male;<=50K;White;*;Married-civ-spouse;Sales;Some-college;United-States;62
Male;<=50K;White;*;*;Prof-specialty;Prof-school;United-States;36
Male;<=50K;White;*;Never-married;Sales;Some-college;United-States;38
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;54
Male;<=50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States;31
Male;<=50K;White;*;*;Farming-fishing;Some-college;United-States;26
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;HS-grad;United-States;50
Female;<=50K;Asian-Pac-Islander;Private;Never-married;Tech-support;Some-college;*;*
Male;>50K;White;*;Married-civ-spouse;Protective-serv;Bachelors;United-States;52
Female;<=50K;Black;Private;*;Other-service;HS-grad;United-States;28
Male;<=50K;White;Self-emp-not-inc;*;Exec-managerial;Some-college;United-States;46
Male;>50K;White;*;Married-civ-spouse;Exec-managerial;Some-college;United-States;30
Male;>50K;Black;Local-gov;Married-civ-spouse;Prof-specialty;Masters;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;Some-college;United-States;36
Male;<=50K;White;*;Never-married;Other-service;Preschool;United-States;*
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Prof-school;United-States;52
Male;<=50K;White;Private;*;Exec-managerial;Some-college;Mexico;*
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;Masters;*;*
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States;30
Male;<=50K;White;*;Married-civ-spouse;Transport-moving;11th;United-States;58
Male;<=50K;Black;*;Never-married;Protective-serv;Some-college;United-States;*
Male;<=50K;White;Private;Never-married;Other-service;Some-college;United-States;19
Female;<=50K;White;Private;*;Other-service;HS-grad;United-States;63
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Tech-support;Bachelors;United-States;*
Female;<=50K;White;Private;Divorced;Adm-clerical;Assoc-acdm;United-States;*
Male;>50K;White;*;Married-civ-spouse;Exec-managerial;HS-grad;United-States;54
Male;<=50K;Black;Private;Never-married;Handlers-cleaners;HS-grad;United-States;26
Female;<=50K;White;Self-emp-not-inc;*;Other-service;Some-college;United-States;47
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;44
Male;<=50K;White;Self-emp-not-inc;*;Farming-fishing;7th-8th;United-States;80
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States;55
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Masters;United-States;43
Male;<=50K;White;Private;Married-spouse-absent;Transport-moving;Bachelors;*;*
Male;<=50K;Asian-Pac-Islander;Private;Never-married;Prof-specialty;Prof-school;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Assoc-voc;United-States;*
Male;<=50K;White;Private;*;Handlers-cleaners;9th;United-States;39
Female;<=50K;White;Private;Separated;Adm-clerical;HS-grad;United-States;32
Female;<=50K;Black;*;*;Adm-clerical;Some-college;United-States;58
Male;<=50K;Black;Private;*;Farming-fishing;9th;United-States;63
Male;>50K;White;Private;Married-civ-spouse;Adm-clerical;Some-college;United-States;49
Male;>50K;White;*;Married-civ-spouse;Protective-serv;Some-college;United-States;36
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States;46
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States;47
Male;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;United-States;39
Male;>50K;Asian-Pac-Islander;Private;Married-civ-spouse;Exec-managerial;*;Japan;*
Male;>50K;Other;*;Married-civ-spouse;Exec-managerial;*;*;*
Male;<=50K;White;Private;*;Prof-specialty;Some-college;United-States;30
Female;<=50K;White;*;*;Adm-clerical;Assoc-voc;United-States;39
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college;United-States;44
Male;<=50K;White;Private;Never-married;Tech-support;Bachelors;United-States;27
Male;<=50K;White;Private;*;Prof-specialty;Assoc-acdm;United-States;31
Male;<=50K;White;*;Married-civ-spouse;Prof-specialty;HS-grad;*;34
Male;<=50K;White;Private;*;Transport-moving;Assoc-acdm;United-States;28
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;*
Female;<=50K;White;Private;*;Craft-repair;HS-grad;United-States;36
Male;>50K;Black;Private;Married-civ-spouse;Transport-moving;Some-college;United-States;*
Male;<=50K;White;*;Married-civ-spouse;Prof-specialty;Bachelors;United-States;67
Female;<=50K;White;Self-emp-inc;Widowed;Sales;Some-college;United-States;53
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States;43
Female;<=50K;White;Local-gov;Never-married;Tech-support;Bachelors;United-States;*
Male;<=50K;White;Private;Never-married;Other-service;Some-college;United-States;19
Male;>50K;White;Private;Married-civ-spouse;Sales;Assoc-voc;United-States;*
Male;<=50K;White;Self-emp-not-inc;*;Farming-fishing;Assoc-voc;United-States;21
Female;<=50K;White;Private;*;Exec-managerial;Some-college;United-States;54
Male;>50K;White;Self-emp-not-inc;Divorced;Prof-specialty;Prof-school;United-States;42
Female;<=50K;White;Private;Divorced;Sales;Some-college;United-States;41
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;28
Female;<=50K;White;Private;Divorced;Handlers-cleaners;Assoc-voc;United-States;*
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;HS-grad;United-States;*
Female;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States;23
Male;<=50K;White;*;Married-civ-spouse;Exec-managerial;HS-grad;United-States;40
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States;35
Male;<=50K;White;Private;Never-married;Sales;HS-grad;United-States;24
Female;<=50K;White;Private;Never-married;Sales;Some-college;United-States;21
Male;<=50K;White;Private;*;Handlers-cleaners;Some-college;United-States;27
Male;<=50K;White;Self-emp-not-inc;*;Exec-managerial;Bachelors;United-States;40
Female;<=50K;White;Private;Never-married;Adm-clerical;12th;United-States;17
Male;<=50K;White;Private;*;Craft-repair;1st-4th;Mexico;*
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;34
Male;<=50K;Black;Private;Never-married;Other-service;10th;United-States;18
Female;<=50K;White;Private;Divorced;Tech-support;Bachelors;United-States;*
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Some-college;United-States;34
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;44
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;39
Female;<=50K;Other;Private;*;Other-service;1st-4th;*;*
Female;<=50K;White;Private;*;Machine-op-inspct;HS-grad;United-States;30
Female;<=50K;White;Private;Divorced;Adm-clerical;HS-grad;United-States;60
Male;<=50K;White;Private;*;Other-service;HS-grad;United-States;58
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Bachelors;United-States;49
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Sales;HS-grad;United-States;*
Male;<=50K;White;Private;*;Adm-clerical;HS-grad;United-States;27
Male;<=50K;White;*;Divorced;Tech-support;Assoc-acdm;United-States;*
Female;*;Asian-Pac-Islander;Federal-gov;*;Exec-managerial;Some-college;United-States;*
Female;<=50K;White;*;Never-married;Exec-managerial;Bachelors;United-States;42
Female;<=50K;White;Private;Never-married;Other-service;Some-college;United-States;27
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Masters;United-States;41
Female;<=50K;White;Local-gov;*;Prof-specialty;Bachelors;United-States;50
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;10th;United-States;36
Male;<=50K;White;Private;Never-married;Farming-fishing;HS-grad;United-States;21
Male;<=50K;White;Private;*;Craft-repair;Assoc-acdm;United-States;38
Female;<=50K;White;*;Divorced;Prof-specialty;Some-college;United-States;46
Male;<=50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States;59
Female;<=50K;White;Private;*;Adm-clerical;HS-grad;United-States;55
Female;<=50K;White;Local-gov;Widowed;Prof-specialty;Masters;United-States;49
Male;>50K;White;*;Married-civ-spouse;Craft-repair;Some-college;United-States;59
Male;>50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States;38
Male;<=50K;White;Private;Never-married;Transport-moving;Some-college;United-States;22
Female;<=50K;Black;Private;Never-married;Sales;12th;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;47
Male;<=50K;White;*;Married-civ-spouse;Protective-serv;Some-college;United-States;59
Male;<=50K;White;Private;*;Handlers-cleaners;HS-grad;United-States;37
Female;<=50K;White;Private;Never-married;Sales;Bachelors;United-States;33
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;10th;*;*
Male;>50K;White;Local-gov;*;Prof-specialty;Masters;United-States;35
Male;<=50K;White;Private;Never-married;Other-service;10th;United-States;55
Male;<=50K;White;Private;Never-married;Other-service;12th;United-States;18
Female;>50K;White;Private;Married-civ-spouse;Prof-specialty;Assoc-acdm;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Masters;*;48
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;27
Female;<=50K;Black;*;*;Prof-specialty;Masters;United-States;43
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college;United-States;*
Male;>50K;White;Private;*;Sales;Bachelors;United-States;50
Male;<=50K;Amer-Indian-Eskimo;*;*;Craft-repair;HS-grad;United-States;38
Male;<=50K;Black;Private;Never-married;Other-service;9th;United-States;18
Male;<=50K;White;Private;Divorced;Sales;9th;United-States;*
Male;>50K;Asian-Pac-Islander;Private;*;Machine-op-inspct;Some-college;United-States;*
Female;<=50K;White;Private;*;Machine-op-inspct;7th-8th;Dominican-Republic;*
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States;32
Female;<=50K;White;Private;*;Adm-clerical;Bachelors;United-States;25
Female;<=50K;White;Private;Divorced;Adm-clerical;HS-grad;United-States;55
Male;<=50K;White;Federal-gov;*;Adm-clerical;Some-college;United-States;55
Female;<=50K;White;Private;*;Adm-clerical;Some-college;United-States;25
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors;United-States;40
Male;<=50K;White;Private;Never-married;Craft-repair;Assoc-voc;United-States;29
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;11th;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States;45
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;HS-grad;United-States;43
Female;<=50K;White;Private;Never-married;Sales;HS-grad;United-States;24
Female;<=50K;White;Private;*;Sales;Bachelors;United-States;34
Male;<=50K;White;Self-emp-not-inc;*;Farming-fishing;Some-college;United-States;47
Female;<=50K;White;Private;*;Adm-clerical;HS-grad;United-States;24
Male;<=50K;White;*;*;Other-service;Some-college;United-States;47
Female;<=50K;White;Private;Never-married;Sales;11th;United-States;18
